Kacang arab kering,biji bijian,single,330,23.8,1.4,60.2,17.4
Ikan baung segar,prooduk laut,single,123,15.1,5.5,3.3,0
Ikan bawal segar,prooduk laut,single,91,19,1.7,0,0
Ikan Belida segar,prooduk laut,single,80,14.7,1.4,2.2,0
Ikan beunteur segar,prooduk laut,single,109,17,4,0,0
Ikan biawan segar,prooduk laut,single,90,14.9,2.5,2.1,0
Ikan bili segar,prooduk laut,single,88,14.2,0.7,6.2,0
Ikan cakalang segar,prooduk laut,single,107,19.6,0.7,5.5,0
Ikan daun segar,prooduk laut,single,101,11.5,4.1,4.6,0
Ikan ekor kuning segar,prooduk laut,single,108,22.3,1.2,2.1,0
Ikan gabus segar,prooduk laut,single,80,16.2,0.5,2.6,0
Ikan hitam segar,prooduk laut,single,101,10.3,3.7,6.7,0
Ikan hiu segar,prooduk laut,single,57,10.7,0.3,2.2,0
Ikan kacangan segar,prooduk laut,single,77,15.6,0.9,1.6,0
Ikan kakap segar,prooduk laut,single,92,20,0.7,0,0
Ikan kalaban segar,prooduk laut,single,77,16.4,0.7,1.3,0
Ikan kamera (kakap merah) segar,prooduk laut,single,86,19.7,0.8,0,0
Ikan kapar segar,prooduk laut,single,132,17,6.7,0.8,0
Ikan keru-keru segar,prooduk laut,single,93,16.5,2.1,0.8,0
Ikan lais segar,prooduk laut,single,161,11.9,11.5,2.4,0
Ikan layang segar,prooduk laut,single,109,22,1.7,0,0
Ikan layur segar,prooduk laut,single,82,18,1,0.4,0
Ikan lemuru segar,prooduk laut,single,112,20,3,0,0
Ikan lidah segar,prooduk laut,single,104,15.6,3.2,2,0
Ikan mamar merah segar,prooduk laut,single,115,15.3,4,4.4,0
Ikan mas segar,prooduk laut,single,86,16,2,0,0
Ikan mayong segar,prooduk laut,single,97,17.9,2,0.4,0
Ikan mujahir segar,prooduk laut,single,89,18.7,1,0,0
Ikan paling segar,prooduk laut,single,303,14,27,0,0
Ikan papuyu/ betok segar,prooduk laut,single,120,14.3,4.9,4.6,0
Ikan patin segar,prooduk laut,single,132,17,6.6,1.1,0
Ikan saluang segar,prooduk laut,single,113,13.9,4.9,3.4,0
Ikan sarden segar,prooduk laut,single,109,19.9,1.8,3.4,0
Ikan selar segar,prooduk laut,single,100,18.8,2.2,0,0
Ikan sepat segar,prooduk laut,single,84,15.2,0.6,4.7,0
Ikan sidat segar,prooduk laut,single,81,11.4,1.9,3.8,0
Ikan tahuman segar,prooduk laut,single,88,15.9,0.9,4.1,0
Ikan tarmon segar,prooduk laut,single,96,19.5,1.1,2,0
Ikan telan segar,prooduk laut,single,95,15.8,0.7,6.5,0
Ikan tembang segar,prooduk laut,single,204,16,15,0,0
Ikan tempahas segar,prooduk laut,single,101,15.1,4.1,1,0
Ikan terbang segar,prooduk laut,single,98,19.6,1.7,1,0
Ikan teri segar,prooduk laut,single,74,10.3,1.4,4.1,0
Ikan titang segar,prooduk laut,single,82,17.4,0.4,2.3,0
Ikan tongkol segar,prooduk laut,single,100,13.7,1.5,8,0
Keong segar,prooduk laut,single,64,12,1,2,0
Kepiting segar,prooduk laut,single,151,13.8,3.8,14.1,0
Kerang segar,prooduk laut,single,101,14.4,2.6,3.9,0
Kodok segar,prooduk laut,single,73,16.4,0.3,0,0
Kura-kura segar,prooduk laut,single,83,19.1,0.2,0,0
Kuro segar,prooduk laut,single,87,16,2.2,1,0
Rajungan segar,prooduk laut,single,76,12.1,2,2.4,0
Rebon udang kecil segar,prooduk laut,single,81,16.2,1.2,0.7,0
Rusip,prooduk laut,single,110,11.5,2,11.7,0
Udang galah segar,prooduk laut,single,81,16.5,0.3,3,0
Udang besar segar,prooduk laut,single,56,11.4,0.6,1.2,0
Udang segar,prooduk laut,single,91,21,0.2,0.1,0
Belut goreng,prooduk laut,processed food,417,25.9,19.4,32,0
Cumi-cumi goreng,prooduk laut,processed food,265,40.6,10.1,0,0
Ikan asin kering,prooduk laut,processed food,193,42,1.5,0,0
Ikan bandeng presto masakan,prooduk laut,processed food,296,17.1,20.3,11.3,0
Ikan Belida bakar,prooduk laut,processed food,128,18,3,7.2,0
Ikan Gabus kering,prooduk laut,processed food,268,58,4,0,0
Ikan katombo asin,prooduk laut,processed food,162,31.7,2.8,0.3,0
Ikan kayu kering,prooduk laut,processed food,302,70.7,1.9,0.4,0
Ikan Mas pepes,prooduk laut,processed food,209,15.2,11.3,11.8,0.5
Ikan mujahir goreng,prooduk laut,processed food,416,46.9,23.9,0,0
Ikan Mujahir pepes,prooduk laut,processed food,121,21.7,2.8,0.8,0
Ikan Papuyu bakar,prooduk laut,processed food,152,17.6,6.1,6.7,0
Sardines dalam kaleng,prooduk laut,processed food,338,21.1,27,1,0
Akar tonjong segar,sayuran,single,45,1.1,0.4,10.8,1.2
Ale toge segar,sayuran,single,37,4.4,0.5,3.8,1.7
Andaliman segar,sayuran,single,99,4.6,1,18,8.5
Andewi segar,sayuran,single,226,1.6,0.2,5.3,4.1
Bakung segar,sayuran,single,27,2,0.2,4.2,3.8
Baligo segar,sayuran,single,15,0.4,0.2,3,0.4
Bawang bombay segar,sayuran,single,43,1.4,0.2,10.3,2
Bayam segar,sayuran,single,16,0.9,0.4,2.9,0.7
Bayam merah segar,sayuran,single,41,2.2,0.8,6.3,2.2
Bit segar,sayuran,single,41,1.6,0.1,9.6,2.6
Buah kelor,sayuran,single,38,1.5,0.2,7.5,3.2
Buah merah,sayuran,single,87,2.6,2.7,13.1,4
Buncis segar,sayuran,single,34,2.4,0.3,7.2,1.9
Bunga pepaya segar,sayuran,single,45,2.6,0.3,8.1,1.6
Bunga turi segar,sayuran,single,42,2,1.1,6.1,3.3
Caisin segar,sayuran,single,20,1.7,0.4,3.4,1.2
Daun bangun-bangun segar,sayuran,single,27,1.3,0.6,4,1
Daun bawang merah segar,sayuran,single,41,2,0.3,7.8,2.1
Daun bebuas segar,sayuran,single,41,2.7,1,7.3,2.1
Daun belem segar,sayuran,single,50,4.4,1.4,7.8,1.9
Daun gandaria segar,sayuran,single,63,3.1,0.3,14,2.1
Daun gedi besar segar,sayuran,single,58,2.9,0.7,10,3.3
Daun gedi kecil segar,sayuran,single,61,3.2,0.7,10.4,3.4
Daun gelang segar,sayuran,single,30,1.3,0.7,5.8,1.3
Daun gunda bali segar,sayuran,single,50,4.6,0.9,7,1.4
Daun gunda serang segar,sayuran,single,62,4.2,0.9,9.2,1.3
Daun jambu mete muda segar,sayuran,single,78,4.6,0.5,16.2,3
Daun jampang segar,sayuran,single,34,3.8,0.5,5.3,1.4
Daun jawaw seluang segar,sayuran,single,93,5,1.3,15.3,3.9
Daun jonghe segar,sayuran,single,27,2.1,0.7,4.4,2
Daun kacang ma segar,sayuran,single,36,2.9,0.6,6.8,1.8
Daun kacang panjang segar,sayuran,single,30,3.1,0.3,5.8,1.7
Daun kasbi/singkong karet segar,sayuran,single,92,4,3.6,10.9,5.8
Daun katuk segar,sayuran,single,59,6.4,1,9.9,1.5
Daun kedondong segar,sayuran,single,59,3.5,0.3,13.4,10.7
Daun kelor segar,sayuran,single,92,5.1,1.6,14.3,8.2
Daun kemang segar,sayuran,single,43,5.5,0.3,7.5,8.4
Daun kenikir segar,sayuran,single,45,3.7,0.5,6.6,5.8
Daun kesum segar,sayuran,single,48,4.5,0.8,9.1,1.6
Daun kol sawi segar,sayuran,single,22,2.1,0.5,3.6,0.9
Daun kubis segar,sayuran,single,51,2.5,1.1,8,3.4
Daun kumak segar,sayuran,single,14,1.3,0.3,2.3,0.9
Daun labu siam segar,sayuran,single,34,4,0.4,4.7,3.5
Daun labu waluh/kuning segar,sayuran,single,34,3.6,0.6,4.5,2.9
Daun lamtoro segar,sayuran,single,87,8.3,1.8,14.4,3.3
Daun leilem segar,sayuran,single,76,2.8,0.2,15.8,3.1
Daun lobak segar,sayuran,single,30,2.3,0.4,5.8,3.2
Daun lompong talas segar,sayuran,single,44,3,0.8,7.4,3.3
Daun matel ambon segar,sayuran,single,71,6.8,1.6,11.5,4.6
Daun melinjo segar,sayuran,single,104,5,1.3,21.3,10.3
Daun mengkudu segar,sayuran,single,65,4,1.7,11.4,3.9
Daun ndusuk segar,sayuran,single,166,1.7,0.5,38.8,10.7
Daun oyong segar,sayuran,single,22,1,0.1,5.3,2
Daun pakis segar,sayuran,single,39,4.5,0.4,6.9,2
Daun pakis longgiho segar,sayuran,single,54,2.2,3.6,3.1,2.1
Daun pakis wambateu segar,sayuran,single,53,3.4,1.2,7.2,4.8
Daun paku segar,sayuran,single,29,3.4,0.1,6.5,4.3
Daun pangi segar,sayuran,single,104,3.9,0.6,17.9,8.3
Daun pare segar,sayuran,single,49,2.7,1,8.4,3
Daun pepaya segar,sayuran,single,87,8,2,11.9,1.5
Daun pohpohan segar,sayuran,single,37,2.5,0.8,6.9,2.6
Daun selasih segar,sayuran,single,62,4,0.5,10.5,5.3
Daun semanggi segar,sayuran,single,45,4.4,0.5,8.5,1.9
Daun simpur segar,sayuran,single,53,3.2,2.5,7.6,1.6
Daun singkil segar,sayuran,single,68,2,1,15.2,3.3
Daun singkong segar,sayuran,single,50,6.2,1.1,7.1,2.4
Daun singkong ambon segar,sayuran,single,144,12.7,1.2,25.2,10.2
Daun singkong ampenan segar,sayuran,single,50,6.2,1.1,7.1,2.4
Daun singkong kopang segar,sayuran,single,74,6.3,0.7,10.7,4.6
Daun sintrong segar,sayuran,single,36,2.6,0.9,6.1,1.7
Daun talas segar,sayuran,single,59,3,0.4,13.5,3
Daun tespong segar,sayuran,single,70,2.9,0.3,13.9,2.3
Daun ubi kuning segar,sayuran,single,62,3.7,0.3,11.1,6.4
Daun ubi merah segar,sayuran,single,48,3,0.3,10.8,1.4
Daun ubi putih segar,sayuran,single,46,2.8,0.2,8.2,4.8
Daun ubi tinta segar,sayuran,single,55,1.7,0.1,11.9,7.6
Eceng segar,sayuran,single,19,1,0.2,3.8,1.8
Gambas (oyong) segar,sayuran,single,19,0.8,0.2,4.1,1.3
Genjer segar,sayuran,single,35,1.7,0.2,7.7,2.5
Jagung muda / semi segar,sayuran,single,35,2.2,0.1,7.4,1.9
Jamur kuping kering,sayuran,single,294,16,0.9,64.6,46.5
Jamur kuping segar,sayuran,single,21,3.8,0.6,0.9,5.1
Jamur merang segar,sayuran,single,30,3.5,0.2,4,2.4
Jamur tiram segar,sayuran,single,30,1.9,0.1,5.5,3.6
Jamur sagu,sayuran,single,48,1.9,3.2,2.8,1
Jantung pisang segar,sayuran,single,32,1.2,0.3,7.1,3.2
Jengkol segar,sayuran,single,192,5.4,0.3,40.7,1.5
Jotang segar,sayuran,single,34,1.9,0.3,7.1,3.5
Kabau segar,sayuran,single,130,6.7,0.3,25.2,2.9
Kacang mekah polong segar,sayuran,single,22,1.1,1,3.4,1.1
Kacang panjang segar,sayuran,single,31,2.3,0.1,5.3,2.7
Kacang ranti polong,sayuran,single,37,3.1,0.2,7.9,2.5
Kalakai segar,sayuran,single,38,2.4,0.2,6.6,5.8
Kangkung segar,sayuran,single,28,3.4,0.7,3.9,2
Kangkung tondano,sayuran,single,43,1.8,0.2,8.4,4.3
Kapri muda segar,sayuran,single,45,3.3,0.2,9,1.8
Karawila,sayuran,single,25,2.3,0.2,3.5,2.1
Kecipir muda segar,sayuran,single,32,2.9,0.2,5.8,5.5
Kecombrang segar,sayuran,single,34,0.9,1,6.7,2.6
Kelawi kluwih segar,sayuran,single,118,1.5,0.3,27.2,5
Kembang turi segar,sayuran,single,51,1.8,0.6,9.6,5
Kerokot segar,sayuran,single,26,1.7,0.4,3.8,1
Ketimun segar,sayuran,single,8,0.2,0.2,1.4,0.3
Ketimun krai segar,sayuran,single,10,0.5,0.2,2,0.6
Ketimun madura segar,sayuran,single,9,0.5,0.1,1.9,0.7
Komak segar,sayuran,single,99,3.3,0.1,21.2,10.3
Kool kembang,sayuran,single,25,2.4,0.2,4.9,1.6
Kool merah kool putih,sayuran,single,29,1.4,0.2,5.3,1.9
Koro wedus polong,sayuran,single,46,3,0.3,7.9,3.3
Kucai segar,sayuran,single,45,2.2,0.3,10.3,4.8
Kucai muda (Lokio) segar,sayuran,single,42,3.8,0.6,7.8,4.9
Kulit melinjo,sayuran,single,111,4.5,1.1,20.7,5
Kundur segar,sayuran,single,22,0.4,0.2,4.7,1.3
Labu air segar,sayuran,single,19,0.6,0.2,3.8,0.6
Labu kuning segar,sayuran,single,51,1.7,0.5,10,2.7
Labu siam segar,sayuran,single,30,0.6,0.1,6.7,6.2
Labu waluh segar,sayuran,single,32,1.1,0.1,6.6,0.5
Lantar segar,sayuran,single,34,2.2,0.3,5.5,2.9
Lobak segar,sayuran,single,21,0.9,0.1,4.2,1.4
Lumai/Leunca segar,sayuran,single,38,1.1,0.3,7.6,2
Mostarda metan -sawi,sayuran,single,33,2.3,0.5,4.7,1.8
Nangka muda segar,sayuran,single,57,2,0.4,11.3,8.3
Paria putih segar,sayuran,single,19,1,0.4,3.6,1.3
Pepare ular segar,sayuran,single,19,0.6,0.1,3.9,1
Pepaya muda segar,sayuran,single,29,2.1,0.1,4.9,2.1
Petai segar,sayuran,single,92,5.4,1.1,15.2,2
Peterseli segar,sayuran,single,53,3.7,1,9,0
Putri malu segar,sayuran,single,76,3.6,0.3,14.6,7.1
Jagung pipil var harapan kering,serealia,single,367,6.2,5.1,76.2,2.6
Jagung pipil var metro kering,serealia,single,368,5.5,4.6,78,2.9
Nasi,serealia,processed food,180,3,0.3,39.8,0.2
Nasi tim,serealia,processed food,120,2.4,0.4,26,0.5
Jagung muda rebus,serealia,processed food,142,5,0.7,30.3,0.8
Jagung kuning tepung,serealia,processed food,355,9.2,3.9,73.7,7.2
Jagung kuning pipil rebus,serealia,processed food,154,3.8,3.5,28.4,0.7
Jagung tepung putih,serealia,processed food,355,9.2,3.9,73.7,7.2
Ketan ketupat,serealia,processed food,212,4,4.6,38.6,0.2
Ketan hitam matang,serealia,processed food,181,4,1.2,37.3,0.3
Ketan hitam tapai,serealia,processed food,166,3.8,1,34.4,0.3
Ketan putih matang,serealia,processed food,163,3,0.4,35.7,0.2
Ketan putih tapai,serealia,processed food,172,3,0.5,37.5,0.6
Maizena tepung,serealia,processed food,341,0.3,0,85,7
Mi basah,serealia,processed food,88,0.6,3.3,14,0.1
Mi kering,serealia,processed food,339,10,1.7,6.3,0.4
Misoa,serealia,processed food,345,8.5,2.2,78,0.5
Roti putih,serealia,processed food,248,8,1.2,50,9.1
Tepung terigu,serealia,processed food,333,9,1,77.2,0.3
Biskuit,serealia,processed food,458,6.9,14.4,75.1,2.1
Bakpia kue,serealia,processed food,272,8.7,6.7,44.1,0.9
Bakwan,serealia,processed food,280,8.2,10.2,39,3.4
Bantal,serealia,processed food,190,3.3,0.3,43.5,3.4
Bika ambon,serealia,processed food,199,2.1,1.5,44.4,0.3
Brem,serealia,processed food,249,3.4,0.4,58,0
Bubur tinotuan (Manado),serealia,processed food,156,2.3,0.2,15.6,8.2
Cake tape,serealia,processed food,323,4.9,11.5,50.1,1.4
Dodol bali,serealia,processed food,298,3.7,2.1,65.9,0.4
Dodol galamai,serealia,processed food,348,0.4,3.8,76.1,0.5
Dodol kedondong,serealia,processed food,331,1.9,7.6,63.8,1
Dodol manado,serealia,processed food,373,4.3,16.5,51.9,0.4
Gemblong,serealia,processed food,274,1.7,5.4,55.5,2.2
Gendar goreng,serealia,processed food,407,6.4,28.2,32,0.1
Intip goreng,serealia,processed food,474,7.6,21.6,62.3,1.2
Jagung gerontol,serealia,processed food,156,2.7,1.3,33.3,1
Jagung titi,serealia,processed food,374,9.4,2.2,79.1,0.8
Japilus,serealia,processed food,500,1.2,25.1,67.3,0.4
Kambose,serealia,processed food,164,3,2.4,32.6,4.3
Kapusa,serealia,processed food,158,4.4,3.2,27.8,5.3
Kelepon kue,serealia,processed food,215,3.7,3.7,41.8,1
Ketoprak,serealia,processed food,153,7.9,7.7,13,2.9
Koya,serealia,processed food,366,4.2,4.3,77.5,0.8
Koya mirasa,serealia,processed food,370,8,1,82.2,0.4
Kue ali,serealia,processed food,440,3.8,18.5,64.5,0.3
Kue jahe,serealia,processed food,425,1.6,8.8,84.6,1.2
Kue putu cangkir,serealia,processed food,304,5.3,7,54.9,0.9
Lapis legit,serealia,processed food,389,6.6,15.7,55.5,0.5
Lupis ketan,serealia,processed food,164,1.8,2.1,34.5,0.7
Masekat,serealia,processed food,369,2.1,7,74.1,4
Mie bakso,serealia,processed food,114,5.3,3,16.4,0.1
Nasi gemuk,serealia,processed food,192,3.8,8.8,24.4,0.7
Nasi gurih,serealia,processed food,190,4.7,7.5,26,0.7
Nasi minyak,serealia,processed food,207,3.5,5,37.1,0.8
Nopia spesial,serealia,processed food,387,5.3,7.6,74.3,0.3
Pundut nasi,serealia,processed food,104,1.9,4.1,15.1,0.4
Renggi goreng,serealia,processed food,471,4.7,21.8,64.1,6.4
Suwir-suwir,serealia,processed food,347,0.5,0.9,84.2,0.8
Tipa-tipa,serealia,processed food,355,6.2,1.2,79.8,1.3
Wajit camilan,serealia,processed food,303,6.3,2.7,63.3,6.9
Widaran,serealia,processed food,424,1.3,10.7,80.7,0.2
Wingko babat,serealia,processed food,355,3.2,15.1,51.4,2.4
Yangko,serealia,processed food,254,3,1.1,58.1,0.8
Kepala susu - krim segar,susu,single,204,2.6,20,4,0
Susu ibu - ASI,susu,single,62,1.5,3.2,7,0
Susu kambing segar,susu,single,64,4.3,2.3,6.6,0
Susu kuda segar,susu,single,40,2,1.1,5.4,0
Susu sapi segar,susu,single,61,3.2,3.5,4.3,0
Es krim,susu,processed food,210,4,12.5,20.6,0
Hangop,susu,processed food,65,10,1,3.5,0
Keju,susu,processed food,326,22.8,20.3,13.1,0
Kwark (Quark),susu,processed food,242,19,17,3,0
Susu asam untuk bayi bubuk,susu,processed food,418,19,9,65.5,0
Susu bubuk,susu,processed food,513,24.6,30,36.2,0
Susu kental manis,susu,processed food,343,8.2,10,55,0
Susu skim bubuk,susu,processed food,359,35.6,1,52,0
Yoghurt segar,susu,processed food,52,3.3,2.5,4,0
Telur ayam kampung segar,telur,single,174,10.8,14,1.2,0
Telur ayam ras segar,telur,single,154,12.4,10.8,0.7,0
Telur ayam ras bagian kuning segar,telur,single,355,16.3,31.9,0.7,0
Telur aAyam ras bagian putih segar,telur,single,50,10.8,0,0.8,0
Telur bebek alabio segar,telur,single,187,11.8,14.2,3,0
Telur bebek bagian kuning segar,telur,single,386,17,35,0.8,0
Telur bebek bagian putih segar,telur,single,54,11,0,0.8,0
Telur bebek tambak segar,telur,single,187,10.9,12.4,7.9,0
Telur penyu segar,telur,single,136,8.6,10.1,2.7,0
Telur burung puyuh segar,telur,single,116,10.7,7,1.6,0
Telur ayam dadar masakan,telur,processed food,251,16.3,19.4,1.4,0
Telur bebek dadar masakan,telur,processed food,301,20,23.7,0,0
Arrowroot segar,umbi berpati,single,102,1,0.2,24.1,1.7
Batatas gembili segar,umbi berpati,single,76,1.1,0.9,16,4.2
Batatas kelapa ubi segar,umbi berpati,single,89,1.1,0.1,21,4
Belitung talas segar,umbi berpati,single,145,1.2,0.4,34.2,1.5
Bengkuang segar,umbi berpati,single,59,1.4,0.2,12.8,1
Bentul (Komba) talas segar,umbi berpati,single,98,1.6,0.7,20.9,0.7
Gadung ubi segar,umbi berpati,single,100,0.9,0.3,23.5,2.1
Ganyong segar,umbi berpati,single,77,0.6,0.2,18.4,0.8
Gembili ubi segar,umbi berpati,single,131,1.1,0.2,31.3,1.1
Hofa/Ubi hutan segar,umbi berpati,single,127,1.2,0.5,29.5,3.4
Kaburan ubi segar,umbi berpati,single,133,1,0.2,32.2,0.7
Kentang segar,umbi berpati,single,62,2.1,0.2,13.5,0.5
Kentang hitam segar,umbi berpati,single,142,0.9,0.4,33.7,5.4
Keribang ubi segar,umbi berpati,single,137,1.3,1.1,29.8,0.6
Ketela pohon/ singkong segar,umbi berpati,single,154,1,0.3,36.8,0.9
Lepok/Ubi rumput,umbi berpati,single,181,2.8,1.2,39.8,10.7
Sagu aren kering,umbi berpati,single,355,0.6,1.1,85.6,0.3
Sagu aren segar,umbi berpati,single,231,0.6,0.2,56.6,3.2
Sagu kasbi segar,umbi berpati,single,230,0.6,0.2,56.5,3
Sagu lempeng,umbi berpati,single,347,0.9,0.3,85.2,4.7
Sente talas segar,umbi berpati,single,353,0.7,0.2,84.7,6.6
Suweg talas segar,umbi berpati,single,74,1.4,0.1,17.2,1.4
Talas bogor segar,umbi berpati,single,108,1.4,0.4,25,0.9
Talas pontianak segar,umbi berpati,single,163,2.3,0.5,36.4,0.7
Talas viqueque segar,umbi berpati,single,115,1.8,0.5,25.9,8.6
Ubi jalar kuning segar,umbi berpati,single,119,0.5,0.4,25.1,4.2
Ubi jalar manis segar,umbi berpati,single,83,1.5,0.2,18.8,0.6
Ubi jalar merah segar,umbi berpati,single,151,1.6,0.3,35.4,0.7
Ubi jalar putih segar,umbi berpati,single,88,0.4,0.4,20.6,4
Ubi jalar tinta/ kemayung,umbi berpati,single,108,0.5,0.4,25.6,4.2
Umbi Uwi segar,umbi berpati,single,120,2.8,0.5,82.3,2.6
Batatas kelapa ubi bakar,umbi berpati,processed food,110,1.4,1.1,23.4,4.5
Batatas kelapa ubi kukus,umbi berpati,processed food,92,1.2,0.3,21,4.1
Batatas tali ubi rebus,umbi berpati,processed food,182,2.4,0.4,42.2,9.2
Belitung talas kukus,umbi berpati,processed food,145,1.2,0.4,34.2,1
Bentul talas kukus,umbi berpati,processed food,71,2.3,0.3,15.4,0.5
Gadung ubi kukus,umbi berpati,processed food,88,0.6,0.3,20.9,0.9
Ganyong rebus,umbi berpati,processed food,100,0.8,0.2,23.8,0.9
Ketela pohon/ singkong kukus,umbi berpati,processed food,153,1.2,0.3,36.4,1.3
Suweg talas kukus,umbi berpati,processed food,93,1.5,0.1,21.9,0.9
Talas bogor kukus,umbi berpati,processed food,120,1.5,0.3,28.2,0.7
Ubi jalar kuning kukus,umbi berpati,processed food,100,0.7,0.3,23.8,1
Ubi jalar tinta/ kemayung kukus,umbi berpati,processed food,165,0.9,0.2,39.8,1.1
Bagea kw 1,umbi berpati,processed food,416,6.5,9.4,76.3,0.4
Bagea kw 2,umbi berpati,processed food,382,0.3,3.5,87.2,0.9
Biji nangka/Biji salak,umbi berpati,processed food,262,2.3,5.4,51.1,8
Cassavastick,umbi berpati,processed food,460,0.8,18.7,17.2,1.6
Ceriping getuk singkong,umbi berpati,processed food,462,1.2,20.7,67.7,0.6
Gatot,umbi berpati,processed food,347,1.3,0.7,83.8,5.8
Geblek,umbi berpati,processed food,195,0.4,1.7,44.4,3.6
Getuk goreng,umbi berpati,processed food,360,1.3,6.4,74.3,0.8
Getuk singkong,umbi berpati,processed food,204,0.5,1.4,47.4,0.8
Gurandil,umbi berpati,processed food,218,0.5,2.5,48.5,3.1
Kabuto,umbi berpati,processed food,250,2.6,2.5,35.4,1.8
Kapurung,umbi berpati,processed food,41,2,0.3,7.8,2
Kecimpring singkong goreng,umbi berpati,processed food,464,1.2,18.6,73,1.3
Keremes,umbi berpati,processed food,475,1.6,25.2,64.4,2.1
Keripik gadung,umbi berpati,processed food,446,2.8,14.5,76,1.7
Keripik kentang,umbi berpati,processed food,448,2.7,18.8,67.1,3.8
Keripik singkong,umbi berpati,processed food,478,0.9,20.7,72,2
Keripik singkong berbumbu,umbi berpati,processed food,481,2.2,19.7,73.6,1.6
Keripik ubi,umbi berpati,processed food,486,0.2,23.9,67.6,14.3
Kerupuk cumi goreng,umbi berpati,processed food,444,6.9,14.6,71.3,5
Kerupuk kemplang goreng,umbi berpati,processed food,504,5.6,28.1,57.1,0.3
Kerupuk kemplang panggang,umbi berpati,processed food,356,9.7,1.1,76.9,1
Kerupuk mie kuning goreng,umbi berpati,processed food,476,0.1,21.1,71.3,4.2
Kerupuk udang goreng,umbi berpati,processed food,477,4.7,20.5,68.5,5
Kue putu singkong,umbi berpati,processed food,217,1.2,0.5,53.2,2.4
Lanting getuk,umbi berpati,processed food,422,0.9,10.8,80.4,1.4
Mi golosor,umbi berpati,processed food,71,0.2,0.8,15.9,0.1
Mie Bendo,umbi berpati,processed food,353,0.3,0,88,2.4
Mie Sagu,umbi berpati,processed food,190,0.2,0.4,46.5,1.4
Ongol-ongol sagu,umbi berpati,processed food,111,0.3,2.7,21.2,0.3
Oyek,umbi berpati,processed food,351,0.9,0.9,84.9,4.3
Papeda,umbi berpati,processed food,61,0.2,0.1,14.9,0.5
Sagu Lemak (Kue Sagon),umbi berpati,processed food,452,2.8,14.8,76.8,1.1
Sagu Rendang,umbi berpati,processed food,364,0.1,0.2,90.5,1.9
Serimping talas kebumen,umbi berpati,processed food,478,2.5,21.2,69.2,1.7
Tapai singkong,umbi berpati,processed food,169,1.4,0.3,40.2,2
Tepung Arrowroot,umbi berpati,processed food,355,0.7,0.2,85.2,0.4
Tepung Ganyong,umbi berpati,processed food,353,0.8,1.7,83.6,0.7
Tepung Gaplek,umbi berpati,processed food,345,2.4,0.4,83.1,6.7
Tepung kentang kering,umbi berpati,processed food,347,0.3,0.1,85.6,0.4
Tepung Mocaf,umbi berpati,processed food,350,1.2,0.6,85,6
Tepung Sente,umbi berpati,processed food,326,4,0.4,76.7,8.5
Tepung singkong/ Tapioka,umbi berpati,processed food,363,1.1,0.5,88.2,0.9
Tepung Tales Beneng,umbi berpati,processed food,332,5.7,0.6,76.1,12.2
Tepung Ubi Ungu,umbi berpati,processed food,354,2.8,0.6,84.4,12.9
Tiwul,umbi berpati,processed food,353,2.4,1.1,83.4,6.5
Tiwul Instan,umbi berpati,processed food,395,3.2,8.5,76.5,4.2
Ubi Cilembu,umbi berpati,processed food,186,1.9,0.2,44.3,3.4
